id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
0480568d,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [9, 23, 19, 2, 7]. What is the Preorder traversal sequence of the resulting tree?","[9, 2, 7, 23, 19]","[7, 2, 19, 23, 9]","[9, 23, 19, 2, 7]","[23, 19, 9, 7, 2]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
a489a91c,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [28, 43, 18, 36, 22]. What is the Postorder traversal sequence of the resulting tree?","[22, 18, 36, 43, 28]","[28, 18, 22, 43, 36]","[28, 43, 18, 36, 22]","[43, 36, 28, 22, 18]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
5b5ae85f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [64, 55, 21, 80, 29, 18]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[55, 21, 64, 29, 18, 80]","[64, 55, 21, 80, 29, 18]","[18, 21, 29, 55, 64, 80]","[55, 29, 21, 64, 80, 18]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
8a4164b4,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Pop(), Push(6), Pop(), Push(18), Push(16), Push(13). What is the element at the TOP of the stack after these operations?",13,18,14,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
917933ed,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [47, 14, 48, 2, 3, 17]. What is the Preorder traversal sequence of the resulting tree?","[47, 14, 2, 3, 17, 48]","[3, 2, 17, 14, 48, 47]","[47, 14, 48, 2, 3, 17]","[48, 47, 17, 14, 3, 2]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
57aa092a,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(18), Push(3), Pop(), Push(9). What is the element at the TOP of the stack after these operations?",9,18,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
9292b009,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [43, 29, 9, 1, 49, 48]. What is the Postorder traversal sequence of the resulting tree?","[1, 9, 29, 48, 49, 43]","[43, 29, 9, 1, 49, 48]","[43, 29, 9, 1, 49, 48]","[49, 48, 43, 29, 9, 1]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
0bc859a1,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [67, 89, 55, 85, 82]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[55, 67, 82, 85, 89]","[67, 89, 55, 85, 82]","[55, 67, 82, 85, 89]","[89, 67, 85, 55, 82]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
4e333df1,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(17), Pop(), Pop(), Push(6). What is the element at the TOP of the stack after these operations?",6,6,7,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
a7c4e35f,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [3, 12, 33, 34, 46, 4]. What is the Inorder traversal sequence of the resulting tree?","[3, 4, 12, 33, 34, 46]","[3, 12, 4, 33, 34, 46]","[3, 12, 33, 34, 46, 4]","[46, 34, 33, 12, 4, 3]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
e399510d,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [52, 72, 11, 42, 73]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[11, 42, 52, 72, 73]","[52, 72, 11, 42, 73]","[11, 42, 52, 72, 73]","[42, 52, 11, 72, 73]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
1fc69bb8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [46, 60, 55, 29, 51, 41, 26, 63]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[29, 46, 41, 26, 51, 55, 60, 63]","[46, 60, 55, 29, 51, 41, 26, 63]","[26, 29, 41, 46, 51, 55, 60, 63]","[60, 63, 26, 46, 51, 41, 29, 55]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
4751ef32,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [41, 14, 20, 27, 31, 48, 45]. What is the Postorder traversal sequence of the resulting tree?","[31, 27, 20, 14, 45, 48, 41]","[41, 14, 20, 27, 31, 48, 45]","[41, 14, 20, 27, 31, 48, 45]","[48, 45, 41, 31, 27, 20, 14]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
600b675f,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [28, 4, 27, 34, 29, 13]. What is the Preorder traversal sequence of the resulting tree?","[28, 4, 27, 13, 34, 29]","[13, 27, 4, 29, 34, 28]","[28, 4, 27, 34, 29, 13]","[34, 29, 28, 27, 13, 4]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
cde8eb6f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [48, 38, 42, 80, 10, 17]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[38, 42, 48, 10, 17, 80]","[48, 38, 42, 80, 10, 17]","[10, 17, 38, 42, 48, 80]","[80, 10, 42, 38, 48, 17]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
9863aa32,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [48, 11, 40, 28, 9]. What is the Postorder traversal sequence of the resulting tree?","[9, 28, 40, 11, 48]","[48, 11, 9, 40, 28]","[48, 11, 40, 28, 9]","[48, 40, 28, 11, 9]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
9bb8f31c,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [37, 21, 19, 93, 35]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[19, 21, 35, 37, 93]","[37, 21, 19, 93, 35]","[19, 21, 35, 37, 93]","[37, 21, 93, 19, 35]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
64db0df4,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [36, 18, 30, 73, 46]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[18, 30, 36, 46, 73]","[36, 18, 30, 73, 46]","[18, 30, 36, 46, 73]","[73, 30, 18, 46, 36]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
dc19e8f2,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Pop(), Push(8), Push(19), Push(14), Push(20), Push(18). What is the element at the TOP of the stack after these operations?",18,8,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6dbf7cfa,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [42, 78, 95, 82, 84, 47]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[42, 78, 82, 84, 47, 95]","[42, 78, 95, 82, 84, 47]","[42, 47, 78, 82, 84, 95]","[82, 95, 84, 78, 47, 42]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
90b7df83,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [47, 20, 23, 10, 32]. What is the Preorder traversal sequence of the resulting tree?","[47, 20, 10, 23, 32]","[10, 32, 23, 20, 47]","[47, 20, 23, 10, 32]","[47, 32, 23, 20, 10]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
3e8a90c8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [73, 76, 94, 71, 97]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[73, 76, 71, 94, 97]","[73, 76, 94, 71, 97]","[71, 73, 76, 94, 97]","[76, 73, 71, 94, 97]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
ea5a8779,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [33, 44, 8, 9, 21, 20, 36]. What is the Postorder traversal sequence of the resulting tree?","[20, 21, 9, 8, 36, 44, 33]","[33, 8, 9, 21, 20, 44, 36]","[33, 44, 8, 9, 21, 20, 36]","[44, 36, 33, 21, 20, 9, 8]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
0a5fc2c9,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [39, 3, 47, 20, 27, 45]. What is the Inorder traversal sequence of the resulting tree?","[3, 20, 27, 39, 45, 47]","[39, 3, 20, 27, 47, 45]","[39, 3, 47, 20, 27, 45]","[47, 45, 39, 27, 20, 3]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
10ed2e36,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [29, 36, 11, 9, 23, 17, 39]. What is the Postorder traversal sequence of the resulting tree?","[9, 17, 23, 11, 39, 36, 29]","[29, 11, 9, 23, 17, 36, 39]","[29, 36, 11, 9, 23, 17, 39]","[39, 36, 29, 23, 17, 11, 9]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
30845ba4,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [41, 46, 44, 17, 32]. What is the Inorder traversal sequence of the resulting tree?","[17, 32, 41, 44, 46]","[41, 17, 32, 46, 44]","[41, 46, 44, 17, 32]","[46, 44, 41, 32, 17]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
a88ba1eb,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [8, 18, 32, 25, 2, 27]. What is the Preorder traversal sequence of the resulting tree?","[8, 2, 18, 32, 25, 27]","[2, 27, 25, 32, 18, 8]","[8, 18, 32, 25, 2, 27]","[32, 27, 25, 18, 8, 2]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
06832bba,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [37, 4, 6, 18, 14, 13]. What is the Preorder traversal sequence of the resulting tree?","[37, 4, 6, 18, 14, 13]","[13, 14, 18, 6, 4, 37]","[37, 4, 6, 18, 14, 13]","[37, 18, 14, 13, 6, 4]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
954fa3ce,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Pop(), Push(11), Push(18), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
b1f6923a,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(5), Push(9), Pop(), Pop(), Push(16). What is the element at the TOP of the stack after these operations?",16,16,17,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
4bf8ff9a,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [3, 28, 30, 6, 22, 18]. What is the Preorder traversal sequence of the resulting tree?","[3, 28, 6, 22, 18, 30]","[18, 22, 6, 30, 28, 3]","[3, 28, 30, 6, 22, 18]","[30, 28, 22, 18, 6, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
32edd416,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [13, 10, 68, 35, 74]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[10, 13, 35, 68, 74]","[13, 10, 68, 35, 74]","[10, 13, 35, 68, 74]","[13, 10, 68, 74, 35]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
3ac53442,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [72, 98, 62, 27, 77, 28]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[27, 28, 62, 72, 77, 98]","[72, 98, 62, 27, 77, 28]","[27, 28, 62, 72, 77, 98]","[98, 28, 27, 72, 62, 77]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
ff25a69b,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(17), Pop(), Pop(), Push(17), Pop(), Push(7). What is the element at the TOP of the stack after these operations?",7,7,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
cfda28a4,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(16), Pop(), Push(9). What is the element at the TOP of the stack after these operations?",9,8,10,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6d8bea77,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Pop(), Push(17), Push(17). What is the element at the TOP of the stack after these operations?",17,17,18,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
964dfbef,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [96, 23, 98, 95, 31, 33, 54]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[23, 31, 33, 54, 95, 96, 98]","[96, 23, 98, 95, 31, 33, 54]","[23, 31, 33, 54, 95, 96, 98]","[23, 54, 33, 98, 96, 31, 95]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
5b2ae6d9,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [37, 46, 22, 19, 10, 41, 42]. What is the Preorder traversal sequence of the resulting tree?","[37, 22, 19, 10, 46, 41, 42]","[10, 19, 22, 42, 41, 46, 37]","[37, 46, 22, 19, 10, 41, 42]","[46, 42, 41, 37, 22, 19, 10]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
ff124b1e,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [40, 48, 12, 18, 24]. What is the Postorder traversal sequence of the resulting tree?","[24, 18, 12, 48, 40]","[40, 12, 18, 24, 48]","[40, 48, 12, 18, 24]","[48, 40, 24, 18, 12]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
001017fd,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(1), Push(7), Pop(), Push(20), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6b647875,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [40, 34, 88, 58, 29, 69]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[34, 29, 40, 58, 69, 88]","[40, 34, 88, 58, 29, 69]","[29, 34, 40, 58, 69, 88]","[29, 88, 69, 58, 34, 40]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
960607e3,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [59, 97, 22, 54, 37, 83, 81, 10]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[22, 37, 54, 59, 10, 81, 83, 97]","[59, 97, 22, 54, 37, 83, 81, 10]","[10, 22, 37, 54, 59, 81, 83, 97]","[83, 10, 81, 22, 97, 54, 59, 37]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
